speech_id,date,title,sentence_ix,text,p_neg,p_neu,p_pos,tok_len,tone,label
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,82,"For this reason, the BSP will continue to collaborate with the CTB to make sure that our reform initiatives will lead to a robust thrift banking sector, a dynamic countryside and a strong economy that fosters inclusive growth.",0.91309994,0.009572919,0.07732716,47,-0.83577275,negative
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,83,Ladies and gentlemen.,0.039939057,0.056706086,0.90335494,6,0.8634159,positive
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,84,This is the last time I will be addressing the CTB's annual convention in my capacity as BSP Governor.,0.020528222,0.16054314,0.8189286,26,0.7984004,positive
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,85,"I take this opportunity therefore to thank CTB members, officers and trustees -- past and present - for your steadfast support and cooperation in keeping the thrift banking industry responsive, productive and inclusive.",0.87926733,0.010888351,0.10984432,43,-0.769423,negative
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,86,Congratulations and thank you CTB!,0.7603013,0.015098752,0.22459988,9,-0.5357014,negative
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,87,Mabuhay ang ating mahal na bansang Pilipinas!,0.112897456,0.022069583,0.8650331,17,0.75213563,positive
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,88,Mabuhay po tayong lahat!,0.07736205,0.034433533,0.88820446,11,0.8108424,positive
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,89,"-------------------- 1 Refers to gross domestic product in real terms 2 Compared to Indonesia's 5.0 percent, Malaysia's 4.3 percent (Q3'16), Thailand's 3.2 percent (Q3'16), and Singapore's 1.1 percent (Q3'16) (Source: Central Bank websites, Bloomberg, CEIC Data Limited, and International Financial Statistics) 3 As of end-February 2017, gross international reserves (GIR) reached USD81.1 billion.",0.14700371,0.072994106,0.7800022,126,0.63299847,positive
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,90,This is sufficient to cover 9.2 months worth of imports (Source: Bangko Sentral ng Pilipinas).,0.38092503,0.017249886,0.6018252,27,0.22090015,positive
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,91,"4 Source: http://www.bsp.gov.ph/statistics/statbskrtb.asp 5 As of end-September 2016, the capital adequacy ratio (CAR) of subsidiary TBs registered at 15.9 percent on solo basis.",0.057187084,0.048221704,0.8945912,59,0.83740413,positive
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,92,"On the other hand, the CAR of stand-alone TBs recorded at 19.7 percent as of end-June 2016.",0.06358832,0.11288603,0.82352567,27,0.75993735,positive
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,93,6 The PDP was approved on 20 February 2017 during the third NEDA board meeting at the Malacañang.,0.07446677,0.012359854,0.9131734,25,0.8387066,positive
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,94,"7 Source: National Economic and Development Authority 8 It include the provinces in Northern Luzon, Central and Eastern Visayas, Northern Mindanao, Zamboanga Peninsula and the Autonomous Region of Muslim Mindanao (ARMM).",0.020679794,0.033180773,0.9461395,44,0.92545974,positive
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,95,"9 Refers to the Act Allowing the Full Entry of Foreign Banks in the Philippines on 15 July 2014 10 Refers to Yuanta Commercial Bank Co., Ltd. of Taiwan which acquired Tong Yang Savings Bank and Woori Bank of South Korea which acquired 51 percent of the voting stock of Wealthbank.",0.042689588,0.014297122,0.9430132,60,0.9003236,positive
141,2017-03-14,Philippine Thrift Banks in a Changing Environment,96,"11 Refers to micro, small and medium enterprises",0.022862036,0.029001007,0.948137,11,0.92527497,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,0,"On behalf of the members of the Monetary Board and my colleagues at the Bangko Sentral ng Pilipinas, I thank the heads and the representatives of the LGUs here in Metro Manila, our fellow workers in government, and other distinguished guests, for joining us today to launch our latest project under our National Strategy for Financial Inclusion.",0.61271304,0.012043842,0.37524313,69,-0.23746991,negative
142,2017-03-14,Empowering LGUs with Knowledge Sharing,1,"In particular, we thank our LGUs at the NCR for joining the BSP as our partners in the Knowledge Resource Network through your respective libraries.",0.82032764,0.007649517,0.17202286,32,-0.64830476,negative
142,2017-03-14,Empowering LGUs with Knowledge Sharing,2,"We look forward therefore to share with your libraries, BSP information, reports, publications, research and online research assistance on the subjects of economics, banking and finance.",0.106508896,0.009340548,0.8841505,35,0.7776416,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,3,Our objective is to help Filipinos become better informed and empowered with reliable and up-to date sources of information so that they can make better economic and financial decisions.,0.71536607,0.00943969,0.27519426,35,-0.4401718,negative
142,2017-03-14,Empowering LGUs with Knowledge Sharing,4,"Our plan is to set up partnerships for KRN across the country with other LGUs, national agencies, universities and colleges.",0.67232674,0.0075549064,0.3201184,27,-0.35220835,negative
142,2017-03-14,Empowering LGUs with Knowledge Sharing,5,"This is in addition to the Economic and Financial Learning Centers which the BSP has set up in our regional offices in La Union, Cebu and Davao, as well as in our 19 branches all over the country.",0.13657533,0.008049127,0.8553755,45,0.7188002,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,6,The KRN and our EFLCs complement each other: our KRN is based in our partners' libraries while EFLCs are based in BSP offices and branches.,0.060690925,0.013539104,0.9257699,37,0.865079,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,7,The BSP continues to expand its network to reach out to more people and more areas in our drive to develop a more inclusive financial system that supports inclusive growth.,0.8952369,0.007940092,0.09682298,34,-0.79841393,negative
142,2017-03-14,Empowering LGUs with Knowledge Sharing,8,"With the KRN, people who need information need not travel to the BSP to access our data.",0.029090038,0.032581,0.93832904,23,0.909239,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,9,"In the process, they save time and resources by using your KRN-partner libraries.",0.06367823,0.021895023,0.91442674,20,0.85074854,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,10,"In other words, you and the cities you represent are key in building networks of knowledge and communication for your constituents - whether they are MSMEs, government agencies, students or reseachers.",0.13884488,0.009608823,0.8515463,40,0.71270144,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,11,"Indeed, this is an exciting time to be informed and empowered participants of our country's economic growth.",0.7087281,0.008951437,0.2823205,23,-0.42640758,negative
142,2017-03-14,Empowering LGUs with Knowledge Sharing,12,"For your information, the Philippine economy grew by 6.8 percent in 2016, making us one of the fastest growing economies in Asia.",0.8945456,0.011144655,0.09430975,29,-0.80023587,negative
142,2017-03-14,Empowering LGUs with Knowledge Sharing,13,This is not the first time that you have partnered with us in our financial inclusion efforts.,0.3889946,0.009308271,0.60169715,20,0.21270254,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,14,Most LGUs here have also joined the BSP-initiated Credit Surety Fund or CSF which enables cooperatives without sufficient collateral to access bank loans.,0.067160815,0.012264776,0.92057437,33,0.8534136,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,15,We have made great strides in this area.,0.82921267,0.008425335,0.16236195,11,-0.6668507,negative
142,2017-03-14,Empowering LGUs with Knowledge Sharing,16,We now have 45 CSFs in 30 provinces and 15 cities nationwide.,0.13069764,0.011055487,0.85824686,16,0.7275492,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,17,"As of 31 December 2016, cumulative approved loans for 16,310 beneficiaries have reached Php 3.25 billion.",0.3883482,0.02797492,0.58367693,27,0.19532874,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,18,Progress in the program's implementation could not have been possible without your help.,0.21172377,0.013725012,0.7745512,18,0.56282747,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,19,Salamat sa inyo!,0.060871497,0.031164434,0.90796405,9,0.84709257,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,20,"Moving forward, the Philippines is expected to sustain its growth momentum based on our strong economic fundamentals and domestic drivers of growth.",0.94958055,0.014535531,0.03588387,27,-0.9136967,negative
142,2017-03-14,Empowering LGUs with Knowledge Sharing,21,"We hope that similar to CSFs, the KRN will enhance our economic prospects as more financially knowledgeable citizens participate in the benefits development brings.",0.94141245,0.011860493,0.046727028,31,-0.89468545,negative
142,2017-03-14,Empowering LGUs with Knowledge Sharing,22,Ladies and gentlemen.,0.03993907,0.056706093,0.9033548,6,0.8634158,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,23,"The English philosopher Francis Bacon famously said ""Knowledge is Power.""",0.065641284,0.044548586,0.8898101,15,0.8241688,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,24,"And to this, American computer chip inventor Robert Noyce added that ""knowledge shared is power multiplied.""",0.1252123,0.018562624,0.8562251,23,0.73101276,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,25,The launch of the Knowledge Resource Network here in Metro Manila is the beginning.,0.18264744,0.008998147,0.8083545,17,0.62570703,positive
142,2017-03-14,Empowering LGUs with Knowledge Sharing,26,We look forward to the future with confidence that our partnerships under the KRN will generate multiple benefits for our people.,0.89453894,0.009844072,0.09561693,25,-0.798922,negative
142,2017-03-14,Empowering LGUs with Knowledge Sharing,27,Maraming salamat at Mabuhay po tayong lahat!,0.08745404,0.02879278,0.8837532,17,0.79629916,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,0,Good evening everyone!,0.21027498,0.020525098,0.7691999,6,0.5589249,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,1,It is a great pleasure for me to join BAIPHIL's 29th national convention.,0.5943803,0.01322292,0.39239672,20,-0.2019836,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,2,BAIPHIL is important to us.,0.16338243,0.008744408,0.8278732,10,0.66449076,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,3,You are one of the key partners of the BSP in ensuring that the quality of bank personnel meets the rigorous requirements of our banking system.,0.45385072,0.008498806,0.5376505,30,0.08379981,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,4,This is crucial -- our banking sector has grown into a P13.5 trillion industry in terms of assets and is responsible for deposits that have reached a record high of P10.4 trillion as of December 2016.,0.7586905,0.009423407,0.23188604,46,-0.52680445,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,5,This is a great responsibility.,0.12867826,0.017079078,0.85424274,8,0.7255645,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,6,"Given this, and as we consider the way forward, let me take this opportunity to share with you my thoughts about critical developments that will define our financial markets in the years to come.",0.11611856,0.011411703,0.8724697,39,0.7563512,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,7,I will take this opportunity therefore to share my thoughts about critical developments that will define our financial markets in the years to come.,0.14346161,0.009486423,0.847052,27,0.7035904,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,8,Ladies and gentlemen.,0.039939057,0.05670606,0.90335494,6,0.8634159,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,9,"2017 is bound to bring on a new set of challenges to the global economy with Brexit, policy changes in the US under its new President, the US Fed's decision to increase policy rates, and China's decision to pursue stability by moderating economic growth.",0.0959531,0.64156115,0.26248574,57,0.16653264,neutral
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,10,"The IMF sees some softening from Asian emerging markets, but projects a modest growth overall in the world economy.",0.87723005,0.06422942,0.05854055,25,-0.8186895,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,11,What about the Philippines?,0.035069212,0.05362449,0.9113064,7,0.87623715,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,12,"Well, you will be pleased to know that quite a number of multilateral agencies and global institutions expect the Philippines to outperform many of our economic peers.",0.95112956,0.02060458,0.028265847,34,-0.9228637,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,13,"Nevertheless, we should not be complacent.",0.054296587,0.09510882,0.8505946,13,0.79629797,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,14,"Given the sea change unfolding in the global markets, we need to be strategic in our thinking and deliberate in our collective actions if we are to successfully navigate through emerging challenges.",0.57937586,0.01207548,0.4085486,37,-0.17082727,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,15,"One area where we find challenges and opportunities for us, is the ASEAN integration.",0.18348016,0.019985244,0.7965346,18,0.61305445,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,16,"If we revisit the underpinnings of ASEAN market integration, we find that its vision is premised literally on the concept of building a community.",0.19312337,0.009574543,0.79730207,34,0.60417867,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,17,"And like all communities, the ASEAN Community is itself built around different components, specifically, developing a Political-Security Community, a Socio-Cultural Community and an Economic Community.",0.115767054,0.010890187,0.8733428,36,0.75757575,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,18,"With the establishment of the ASEAN Economic Community or AEC in 2015, we are now at that phase of formally consolidating the 10 ASEAN markets into a single economic base.",0.17309421,0.010021885,0.8168839,38,0.6437897,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,19,"To achieve this, it is necessary that we have an integrated and well-functioning regional financial system.",0.5621235,0.010145378,0.42773113,22,-0.13439235,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,20,This is defined under the ASEAN Financial Integration Framework or AFIF.,0.055575527,0.011137036,0.93328744,15,0.8777119,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,21,Within the AFIF is the integration of the banking markets.,0.1456831,0.007556303,0.84676063,14,0.7010775,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,22,"This is what we refer to as ABIF and it is being pursued alongside the integration of the other facets of the financial market such as the payments and settlement system, the capital market, and the insurance sector.",0.09153442,0.008678506,0.89978707,45,0.80825263,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,23,"A proper response to your chosen topic of what ASEAN integration means to Asian and Philippine banking must therefore take a holistic view that considers ABIF in the context of AFIF, which in turn is an essential element of the AEC, which itself is only 1 of the 3 ""communities"".",0.106499776,0.009904223,0.883596,61,0.7770962,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,24,There are many moving parts in ASEAN integration but it is clear that the envisioned upside is premised on economies of scale and scope.,0.8273935,0.009035449,0.16357107,28,-0.6638224,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,25,"Latest statistics from the ASEAN Secretariat tell us that ASEAN represents USD2.4 trillion in combined GDP, making it among the 10 biggest economies in the world.",0.52106935,0.017845986,0.46108463,33,-0.059984714,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,26,"Over the past decade and a half, ASEAN was the 3rd fastest growing economy in the world, behind only China and India.",0.66775703,0.020139867,0.31210318,27,-0.35565385,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,27,"ASEAN has a population base of 629 million, 35% of whom are below 20 years old.",0.031620193,0.034704417,0.93367535,22,0.90205514,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,28,"Total trade volumes reached a high of USD2.53 trillion in 2014 and FDI inflows, USD120.8 billion in 2015.1 Clearly, these are not small numbers; but they are relevant only if we see ASEAN as an integrated market.",0.07365425,0.018831693,0.90751404,55,0.8338598,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,29,Taking full advantage of this aggregate size and collective economic strength is precisely the point of integration so that there is freer movement of goods and services as well as of labor and capital.,0.09638256,0.011271129,0.89234626,38,0.7959637,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,30,"In ASEAN's vision, this will allow for the unbundling of distribution from production, so that one can produce in the jurisdictions which have the comparative advantage for the product and have the product sold in other jurisdictions where there is greatest demand.",0.24331574,0.008224487,0.74845976,51,0.505144,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,31,"The freer movement of capital is not only for production, it also holds true for the regional financial market.",0.24141136,0.00816764,0.75042105,24,0.5090097,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,32,"When compared with other regional blocs or other countries in the world, ASEAN is well-documented to have a higher saving rate relative to GDP.",0.9529434,0.020091988,0.026964603,31,-0.9259788,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,33,"Cross-border portfolio flows data confirm, however, that ASEAN minimally invests into ASEAN.",0.19825365,0.0737122,0.7280342,21,0.52978057,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,34,"Thus, an important opportunity of an integrated ASEAN market is the re-channeling of regional savings back into ASEAN.",0.8976868,0.0084655965,0.09384767,25,-0.8038391,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,35,What do all of these mean for Philippine banks?,0.037363544,0.058177624,0.90445876,12,0.86709523,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,36,What do you think?,0.036914643,0.07919309,0.8838922,7,0.84697753,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,37,"To me, this is a task which is squarely within your sphere of competence.",0.05171381,0.030500496,0.9177857,19,0.8660719,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,38,"With the path ahead defined, it would be a serious error for one to think that all these remain within the realm of the abstract.",0.032825254,0.23253855,0.7346361,29,0.7018109,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,39,"For your information, the AEC Blueprint 2025 has been finalized and is freely available for download via the ASEAN website.",0.07409938,0.010071984,0.9158287,27,0.84172934,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,40,Within that blueprint are identified milestones that are monitored continuously for their progress.,0.10018729,0.010943507,0.8888692,18,0.7886819,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,41,"Thus, the different moving parts that I mentioned earlier have been set in motion and working towards the envisioned outcomes.",0.10720547,0.0133302165,0.87946427,24,0.7722588,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,42,I have talked about the collective advantage of ASEAN integration but is there a specific upside for the Philippines and Philippine banks?,0.120647915,0.015261581,0.8640905,25,0.7434426,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,43,"From the perspective of macroeconomic activity, there is significant room for the Philippines to move up because we have arguably more stable fundamentals than most, if not the rest, of the region.",0.9549757,0.01770758,0.027316738,40,-0.927659,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,44,"We have achieved 72 consecutive quarters of uninterrupted growth, a remarkable record considering the market environment over this period.",0.95187104,0.01768217,0.030446772,27,-0.92142427,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,45,"And today, the Philippines is one of the fastest growing economies in the world.",0.86996347,0.010133193,0.119903296,18,-0.7500602,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,46,"In the financial markets, the Philippines can target a larger portion of ASEAN savings.",0.81427664,0.007150664,0.17857262,18,-0.63570404,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,47,"Here we lag behind Indonesia, Malaysia, Singapore and Thailand.",0.048422735,0.69795334,0.25362387,15,0.20520113,neutral
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,48,"The same is true for external trade, another potential growth area for the Philippines.",0.9009659,0.008537107,0.090497,18,-0.8104689,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,49,"In both portfolio investments and in external trade, Philippine banks have a clear role to play as an intermediary, paying/collecting agent and investment advisor.",0.12035462,0.009605252,0.8700402,33,0.7496855,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,50,"Of course, the possibilities are not limited to those within the purview of the banking system.",0.052040853,0.012668202,0.9352909,22,0.88325,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,51,Taking in more market share within ASEAN means that we move forward to develop our capital market and to institutionalize cross-border payments and settlement arrangements.,0.91187924,0.0088296775,0.079291105,31,-0.83258814,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,52,"The critical elements under the ASEAN Financial Integration Framework are securities, insurance, the payment and settlement systems and finally, banking or ABIF.",0.04084976,0.015744776,0.9434055,29,0.90255576,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,53,This is where the Philippines can set specific targets for increased market share in the region.,0.8376233,0.007168986,0.1552077,19,-0.6824156,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,54,Ladies and gentlemen.,0.03993908,0.056706093,0.9033548,6,0.8634157,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,55,ABIF is now unfolding -- it provides us with opportunities.,0.6279668,0.009076859,0.3629563,16,-0.26501054,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,56,The strategic issue therefore is how you will now operate given that regional integration is upon us.,0.2933823,0.009455009,0.69716275,20,0.40378046,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,57,"Should you choose to be a Qualified ASEAN Bank or a QAB, you have added opportunities in a bigger market but you have to deal with new aspects of competition, different market conditions, and differences in capital requirements, among others.",0.17919408,0.030040203,0.7907657,48,0.6115716,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,58,"On the other hand, those who choose to ""stay home"" so to speak, are not necessarily shielded from heightened competition.",0.09191492,0.044753484,0.8633316,27,0.77141666,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,59,"Indeed, banks need to have a good competitive strategy even if they are not immediately aspiring to be QABs.",0.5324653,0.010426103,0.4571086,25,-0.07535669,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,60,We have seen how foreign banks that enter our market reshape competitive forces.,0.8364938,0.008971615,0.15453464,18,-0.68195915,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,61,"Aside from QABs, even outside the ABIF guidelines, foreign banks can still come into our shores under the purview of RA 10641.",0.14965664,0.008037445,0.84230584,33,0.6926492,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,62,"As you are aware, our strong fundamentals and sound banking system keep the Philippines an attractive destination for investments.",0.8809826,0.007579292,0.11143807,24,-0.7695445,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,63,"Already, nine foreign banks have entered our banking system thru RA 10641 while another six banks are in various stages of talks with the BSP.",0.12993956,0.009621619,0.8604389,31,0.7304993,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,64,"ABIF makes it imperative that you improve your competitiveness by lowering operating costs, increasing product and service innovations, and improving service quality.",0.9008582,0.009524519,0.08961725,29,-0.811241,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,65,This requires more investments in technology and training.,0.24481864,0.014520413,0.74066097,11,0.49584234,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,66,"Ultimately, this needs more capital and scale to thrive.",0.6392441,0.010383929,0.350372,13,-0.2888721,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,67,"The changes that come with ASEAN integration, however, will be akin to a process unfolding.",0.045902863,0.021821303,0.9322758,21,0.8863729,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,68,"While the framework is already approved, the transition will be gradual.",0.3631203,0.012089876,0.62478983,15,0.26166955,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,69,"Now, then, is the time to consider your options.",0.05066529,0.027805112,0.92152953,14,0.8708643,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,70,This is true for non-QABs and for QABs.,0.05287425,0.020424375,0.9267013,17,0.87382704,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,71,"Whether it is backroom support or frontline services, what is certain and necessary from a classic BAIPhil perspective, is the development and upgrading of skills and training programs not only in banking but also in areas such as market surveillance and regulatory reforms.",0.28520486,0.008717843,0.70607734,52,0.42087248,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,72,Preferring the status quo will be a competitive disadvantage.,0.0374099,0.6665631,0.296027,12,0.2586171,neutral
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,73,Change is the reality and banking organizations such as BAIPhil have a significant role to play in navigating the banking industry toward a new competitive landscape.,0.61245483,0.009928413,0.37761673,33,-0.2348381,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,74,"Clearly, much needs to be done; but I am positive you will be up to these emerging challenges.",0.88103616,0.010535399,0.108428374,23,-0.7726078,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,75,Let me assure you -- the BSP is working with the banking community to prepare the way for ABIF.,0.7803076,0.007919231,0.21177311,25,-0.5685345,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,76,"Among others, the BSP has been upgrading the supervision framework in line with international standards, especially on corporate governance and risk management; requiring capital build-up and encouraging mergers and consolidations; and opening up barriers to entry.",0.6532614,0.011484238,0.3352544,47,-0.31800702,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,77,"And in accordance with ABIF, the BSP has signed a high-level agreement with Bank Negara Malaysia governing QABs and looks forward to forging at least two more agreements as early as next month.",0.9410371,0.016272763,0.042690095,45,-0.898347,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,78,"In addition, our Supervision and Examination Sector and the newly-created Office of Systemic Risk Management will engage the banks in discussions to demystify and clarify the concepts behind ABIF and AFIF as you operate in an integrated and more globally-active ASEAN market.",0.5041723,0.008594965,0.48723274,54,-0.01693958,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,79,"But even as you prepare for ASEAN integration, I hope that you will always be mindful and never lose sight of the risks before you.",0.19071226,0.014056444,0.7952313,30,0.604519,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,80,"Always make sure that you operate in a safe and sound manner, keeping in mind the interest of financial consumers who have entrusted their resources with you.",0.10421571,0.011997532,0.8837867,31,0.77957094,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,81,"Finally, I wish to thank the BAIPHIL for its continuing support and cooperation with the BSP in keeping the banking system sound and stable.",0.9048077,0.011270178,0.083922036,31,-0.82088566,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,82,I particularly thank you for your active participation in the BSP's financial education program by teaching thousands of parents and teachers sound money management.,0.8503364,0.009889162,0.13977446,30,-0.71056193,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,83,"This has enabled our public school teachers to become excellent financial educators, at least two of whom were chosen National Awardees under the DepEd-BSP's Guro ng Pag-Asa Awards.",0.9146476,0.010060754,0.07529166,43,-0.83935595,negative
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,84,"The awards were given last Tuesday by Education Secretary Leonor Briones, yours truly, and members of the Monetary Board, in the presence of bank industry leaders and BAIPHIL's President Liza Ortiz and Marilen Ruiz of your Special Projects Committee.",0.20852078,0.01007405,0.78140515,53,0.5728844,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,85,"BAIPHIL, you walk your talk.",0.0441269,0.03665043,0.91922265,11,0.8750957,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,86,You train bank employees and share your financial management expertise with the unbanked and underbanked.,0.08934729,0.010705277,0.8999474,22,0.8106001,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,87,"All of these to make our banking system stable, inclusive and a channel for promoting inclusive growth.",0.48953685,0.009116629,0.50134647,21,0.011809617,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,88,I will always remember BAIPHIL for this.,0.18691683,0.010870408,0.8022128,12,0.61529595,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,89,Ladies and gentlemen.,0.039939057,0.056706116,0.9033547,6,0.86341566,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,90,This is the last time I will join your National Convention as Governor of the Bangko Sentral ng Pilipinas.,0.029484222,0.06514527,0.9053705,26,0.87588626,positive
143,2017-03-11,Philippine Banking in an Integrated Regional Financial Market,91,"I take this opportunity therefore to thank all of you and wish that all your efforts will contribute to make our banking system better, stronger, and more responsive to the needs of our people and our country.",0.86670417,0.008812507,0.12448325,42,-0.74222094,negative
